,cat
64691,11
91950,20
257925,1
252336,6
622132,1
680259,8
540418,1
63314,8
5780,13
718844,11
151051,8
740032,8
173809,12
933427,1
579280,20
781597,8
872212,19
350478,8
874315,8
843461,11
773950,8
33898,1
230136,20
879806,1
951049,24
226268,20
594212,16
795844,8
842828,16
781584,26
151872,16
504855,6
2227,3
226565,21
423136,20
894723,26
568293,18
152686,20
19568,26
163982,8
1225,16
49705,20
457627,1
928079,26
661340,13
861722,19
129292,1
138505,12
354721,8
871869,13
452246,20
490537,4
822468,1
292631,9
301615,19
484709,12
681685,13
417453,8
791889,1
586312,21
810097,1
362318,20
88877,20
420124,16
770858,16
33166,26
446387,16
382620,6
215546,21
365826,1
389057,1
692135,6
128488,15
868626,8
751295,6
624326,20
138659,16
176222,8
15807,22
900853,1
354843,20
94263,20
247684,8
434110,9
60466,13
519702,8
616146,1
241881,15
453402,8
455487,16
235524,1
827437,20
92288,8
607518,20
913347,20
503721,3
91074,8
743466,20
142537,1
570838,8
705812,16
470064,8
691663,3
192654,13
206516,16
89565,8
473347,11
138628,8
771785,8
919202,6
877958,26
869379,11
681847,11
750315,20
731409,8
8979,8
718348,20
269509,26
950532,20
853549,22
480088,8
659554,1
690575,20
751323,8
853482,20
733053,13
179302,16
353960,6
428498,16
505914,20
249752,9
643454,26
947690,8
837063,8
56342,8
310389,8
538817,25
479907,8
240878,6
756852,1
414691,8
408917,25
334223,1
858798,1
195,26
792128,16
186533,20
628253,16
515439,9
617637,19
428087,12
221414,20
35169,22
804932,16
701134,26
666870,16
488876,8
524529,1
887017,8
851541,1
270594,1
508225,4
630665,20
242078,15
563528,1
454639,8
247511,2
477347,22
418620,12
917732,8
132616,16
240577,8
931258,20
300124,19
711938,16
484337,20
764441,15
573818,8
493347,20
859988,19
675740,20
187441,6
510816,1
859088,1
532254,8
44391,1
726680,20
559189,8
275757,1
312917,8
824908,13
42128,26
214459,8
257260,8
390697,8
188696,8
730092,1
610383,6
668327,26
467406,20
52710,9
731240,1
527434,20
585049,19
560878,25
123263,1
520922,20
912366,1
336526,8
839085,20
665380,20
113038,6
73897,8
283346,20
435509,8
743686,20
939130,15
414946,12
282421,20
656323,8
199320,1
222589,11
114625,13
842769,26
637568,1
194802,12
671246,19
761527,20
346033,8
201488,8
334180,8
708604,1
531859,6
729840,8
416969,8
738,19
767585,8
421338,8
411620,8
467255,8
625303,1
868489,1
833708,8
247607,6
212169,13
708795,1
461596,8
127731,20
181421,8
923657,8
906277,20
922312,20
145610,8
338828,1
362314,13
780987,26
374895,7
8911,1
319258,8
38959,8
828997,25
527254,8
196866,16
930137,26
988865,26
962708,26
380444,24
610337,20
92253,26
194040,20
479392,25
1242,26
574871,16
219930,8
910597,15
41548,13
732322,1
834011,27
631609,8
844398,8
2754,9
871844,20
224778,20
945689,16
590603,1
304918,25
647616,8
362220,13
930190,1
973524,26
128319,7
924300,20
840245,19
395350,15
218002,8
443280,25
947721,16
926938,7
946046,16
674608,20
21337,21
473292,1
892676,15
910077,20
130194,9
262543,8
373389,26
943723,8
80084,25
58734,8
628065,8
924278,16
112110,1
286727,11
379393,8
255308,13
915249,8
803036,20
29,15
707002,20
1647,8
124474,8
853663,8
591805,20
318582,12
87976,8
171375,16
374671,7
903759,15
718004,22
925154,25
605986,16
940576,19
594425,16
464933,1
57142,8
383626,20
476020,2
739312,15
61541,6
160721,8
416340,20
554722,20
558784,20
730554,8
552939,10
341438,4
49259,8
3613,20
362253,26
949244,26
338143,1
445928,1
588202,13
743498,20
912058,8
819870,20
573261,20
200,8
978648,26
843886,1
645867,11
680273,1
845580,16
439342,3
511869,20
860645,8
751059,27
793428,11
812634,16
949273,26
203288,19
34112,20
92959,8
103918,20
669835,1
739420,20
763254,8
810922,8
402829,20
932201,12
274087,15
934670,8
794122,16
846287,16
874997,20
189507,20
922586,8
199092,20
296268,4
564510,26
905217,3
622805,12
873140,16
734837,6
187046,20
682516,15
862417,15
18956,1
393739,11
227547,13
371787,8
846033,11
469233,1
454379,1
645946,26
437296,19
553512,8
102869,8
730480,6
249856,1
219804,1
287806,1
156395,20
918679,8
592593,6
905570,8
789900,6
244224,8
760424,8
480260,1
447751,6
951632,26
78202,6
631493,26
536081,8
235161,1
929922,12
235069,8
435184,16
354052,8
732550,1
205257,1
773467,8
414227,21
61246,1
761904,20
46152,20
902907,8
622379,20
176019,8
335474,1
570892,15
907714,21
116407,20
223156,3
184161,8
634083,26
405412,8
974,25
628307,16
944880,26
272905,8
733289,1
649993,13
118788,8
330502,15
798944,20
178252,25
400702,15
707679,8
890234,8
725856,7
510315,1
642386,1
64533,1
322912,8
666336,5
882489,9
762531,8
879340,27
501670,6
831333,8
747995,6
177124,16
680788,20
227802,11
596595,16
181363,1
186783,8
630663,13
759270,8
438358,12
462037,16
158046,20
83041,15
314276,8
843880,8
289715,15
730784,8
455575,26
945237,3
950176,22
708516,13
532908,8
894826,12
607956,8
557790,20
1256,20
679532,8
998639,4
860505,16
168181,16
608481,15
156562,22
364663,1
259475,13
205545,13
180573,8
585166,16
233930,26
134475,19
223232,1
501243,8
319631,20
100492,16
699561,6
411372,8
766697,8
101741,8
933689,1
683950,8
421846,20
394199,1
921298,16
281737,13
308114,16
515248,1
754031,1
831716,13
982237,26
500679,20
352057,7
793192,8
474355,1
739815,16
101603,8
244314,20
601716,1
257262,22
878019,8
747321,8
727309,20
190609,13
649424,15
107602,1
410543,15
654996,8
883888,13
568197,1
347037,25
628378,8
809104,20
916501,6
856664,20
923550,16
233961,20
666225,19
200803,26
221091,20
432531,20
131388,22
590349,16
237269,20
285427,6
138053,15
797001,12
547731,19
137866,13
714293,26
689968,19
88400,20
623079,12
944563,25
660087,1
316928,20
111,25
273205,20
469444,7
403058,9
509197,8
194292,26
1005411,26
324276,20
290163,1
182988,26
615492,13
778357,26
626339,6
465790,15
189955,12
566615,1
483417,25
780578,22
263813,1
945481,16
122960,19
821846,8
25798,20
815754,16
608043,6
373852,19
800571,20
174587,6
925782,25
880112,16
527309,20
35114,6
658260,1
689155,1
80662,8
944536,20
928975,19
349278,1
484621,8
815955,19
845478,12
1200,19
932628,6
172660,1
930498,19
50483,13
364134,7
520015,1
159185,8
900756,8
189487,1
171328,16
332882,1
85896,16
927970,22
194836,8
798761,16
386909,3
87861,15
238217,8
351499,7
185880,20
834584,16
170900,15
209773,8
706816,20
647338,1
11767,8
643002,13
829030,12
890900,8
397458,9
141315,17
376758,8
378362,7
157372,12
628049,1
461868,6
943077,20
828790,27
920909,1
608239,8
395610,15
609107,20
632713,8
922378,1
387428,20
502582,15
944321,12
431727,8
450781,21
307135,7
332746,15
480992,8
429791,1
89515,12
267605,8
110052,13
307303,1
855415,1
186715,25
420694,8
45,12
340424,8
542150,8
129676,1
489841,1
612962,0
470780,22
557241,15
108530,25
369219,7
253649,16
437542,1
232388,8
379930,8
901192,22
809064,20
747160,1
676165,6
61284,1
124166,13
821780,16
323341,13
148301,1
107799,8
909844,8
181315,8
585489,8
185247,8
567735,20
945476,8
357922,11
778975,26
623052,25
922628,25
101327,20
816056,1
557919,16
132444,12
199380,1
147371,8
531900,20
69069,1
432232,20
257010,8
926993,17
654162,26
517222,8
618003,20
843276,8
740162,21
383447,8
180940,25
540068,1
543782,1
616855,15
730614,16
736813,20
86058,22
593776,1
537982,16
94225,8
671771,20
48895,6
893041,3
385539,8
382415,8
639479,4
4702,13
780286,16
419840,26
918159,8
670901,8
861857,20
646934,20
512428,20
364252,12
479078,19
465168,3
588964,8
301084,13
938510,7
698959,1
551632,12
541300,16
168565,16
552985,8
793636,7
901197,1
935845,2
127004,20
503358,15
315248,25
136513,20
199933,16
405858,1
663535,20
731453,6
580735,22
106282,8
747982,12
949535,16
621977,16
379254,13
370375,6
813198,8
194237,8
298623,8
219687,15
785781,8
377294,1
115043,16
255362,13
828063,20
444481,8
108758,25
190566,1
43707,13
850256,26
469409,8
700562,6
27899,8
795886,8
833039,6
585645,6
529363,19
875,9
638501,12
717958,26
59917,19
565992,13
683473,18
627919,25
764122,22
61919,16
632060,8
33729,11
667171,8
171858,8
716089,26
755949,15
545244,8
588496,20
455106,20
257381,6
341297,7
205440,12
447490,20
144804,12
723679,11
648256,1
947356,8
852200,6
66465,8
578057,1
913951,11
808036,16
777306,4
802246,23
927619,20
586540,13
117223,16
692847,20
863561,1
485277,6
787085,18
221169,16
126585,15
348116,1
55420,1
264858,20
239838,7
406065,20
80230,8
869568,26
517263,11
478082,21
222817,8
500357,23
909528,16
340644,20
871831,20
296139,4
516198,16
128310,26
3843,6
338120,26
166877,8
596516,15
715210,20
622404,6
533166,20
910278,15
522844,26
66057,8
730245,6
314947,26
661062,20
246857,1
387309,15
385068,8
636612,6
343179,6
204863,19
725474,11
523022,8
661951,20
364724,1
427711,9
220336,20
557095,24
177969,26
266356,20
21818,1
125611,26
575785,20
447396,9
240974,8
772640,15
133096,20
143213,1
270904,22
5404,6
450261,8
899749,7
753931,1
927911,8
78787,8
206480,13
655150,8
665040,15
859227,20
350025,16
904928,8
153650,1
262625,8
467656,16
239346,16
312590,8
490863,1
582162,7
370126,4
201641,8
490279,15
79914,20
296972,16
183530,1
391643,16
5619,8
107010,21
391864,8
929944,13
122662,26
931661,4
635054,20
632012,11
361957,8
934523,13
758619,13
560047,6
653042,13
65939,8
190,1
524608,6
145375,15
737582,8
529169,20
780335,25
505573,8
365487,8
255616,1
6457,16
344775,19
503989,19
91264,20
106965,20
82763,20
65291,16
651632,8
903302,20
650443,20
919570,17
446022,20
915322,4
536176,8
176261,20
94587,8
39840,20
783358,8
1343,12
713442,8
920094,16
690006,8
240136,15
696067,1
237898,1
531376,16
183353,26
407570,16
328263,8
155059,26
222824,21
375736,20
877294,8
488037,8
628415,26
260657,16
719635,20
86507,8
513812,25
673075,13
132468,1
749414,20
27471,20
443877,15
780340,8
579142,13
177664,1
332659,22
195642,16
9806,20
924208,26
617016,8
67087,16
931869,12
132863,15
542773,1
800807,15
135059,8
567450,8
707744,1
216698,8
875482,1
84994,1
108497,1
368499,8
432767,1
884830,22
68890,16
300572,13
564856,6
366227,6
52234,4
470421,16
271078,7
171306,20
84186,8
656435,1
947819,16
433,26
62272,26
728468,26
362218,8
522050,6
286129,26
823969,1
62976,15
262859,7
275306,20
238814,20
410694,19
349379,8
456002,20
597238,1
158436,21
226350,16
854370,22
993538,26
66718,26
615958,3
77528,19
263929,26
949332,7
465867,1
52769,1
250053,8
547132,8
831937,1
372294,8
187274,12
774386,8
660326,16
35449,20
930094,26
47347,1
481826,1
730771,6
158196,1
927496,20
802306,16
406890,9
313345,20
373184,13
569251,8
94473,8
682036,8
818175,8
309174,20
271366,16
499619,1
267494,16
820878,8
734475,15
508860,3
707385,8
927815,8
803065,8
634956,13
693446,16
920424,26
137814,6
808655,20
119206,1
27031,16
681184,22
461714,8
709931,20
489513,7
273177,13
774555,26
657714,13
883060,9
316938,8
266952,26
131906,15
421090,26
919302,26
721501,20
392024,11
768944,7
203141,17
288812,16
694177,15
520171,20
681393,22
531537,8
277119,8
692147,20
178211,6
853709,16
806993,20
734664,8
745973,6
875669,21
738987,16
639041,20
693496,1
100968,16
243064,16
265255,1
393875,16
447136,1
624478,8
962684,26
933792,8
638802,20
341567,1
506179,8
446995,8
455474,2
708990,26
617461,8
745590,16
767549,26
501915,8
656772,8
503995,8
570818,26
163469,1
689132,8
601731,6
773535,9
483752,1
10474,8
791723,22
677837,8
889879,6
765648,7
815651,20
700333,20
841845,12
803728,16
789783,1
872936,8
178987,1
664163,8
445142,6
397473,6
228289,8
392543,16
786166,16
316206,13
944838,9
24180,16
448250,1
431264,27
294441,26
922709,13
531904,8
944957,3
83182,26
402765,16
902687,16
525780,8
891890,16
687226,1
846612,8
763734,27
817598,25
115348,13
159317,8
726027,1
320699,25
285797,8
292229,1
613498,20
70614,26
927536,26
734776,8
457682,26
485232,15
459816,1
901816,6
715012,20
816430,19
568744,20
97728,17
787814,6
31341,20
247178,16
125008,26
379556,16
159932,16
914874,26
595627,20
889708,22
231202,20
903506,20
77558,1
943820,26
850705,1
492001,1
34880,8
18594,15
944118,3
180185,6
271138,15
7161,3
691559,16
456983,26
896428,16
96107,16
873665,26
334903,13
59127,12
932391,12
91413,20
30851,26
204096,1
117412,21
717804,15
793991,16
611771,25
716695,6
868511,15
925561,26
105125,20
375454,13
902701,13
141869,20
826854,8
750967,20
564039,13
421054,13
3624,13
588006,15
204936,22
435491,8
908921,8
504094,20
891819,20
214955,1
115118,18
619952,16
39330,13
228706,8
393052,8
791345,20
723842,19
750722,21
464469,20
429862,13
241439,8
686410,26
562432,1
173439,16
152794,1
645855,16
76181,6
441238,8
408130,13
479058,8
873984,20
621015,11
298468,7
742989,22
603378,8
180443,16
8402,16
111021,8
120555,1
168351,25
95584,20
521495,6
478558,8
94993,26
856861,8
276559,26
87568,16
911620,16
973,7
882326,8
130641,3
632708,25
871042,11
716344,3
302972,16
893396,20
265836,16
3443,1
208703,8
334066,12
746701,27
518290,9
856776,15
188508,8
855549,26
406200,1
268105,13
922534,13
859488,8
497771,20
793093,1
18507,7
560707,26
123161,8
851347,21
790223,26
301368,16
429655,1
148357,20
856702,11
362099,6
219289,20
428779,6
569882,1
566160,26
663510,20
385365,8
117702,7
921528,26
495840,8
887332,20
454066,20
402530,11
309112,22
699011,8
463244,20
24860,6
922404,16
611565,9
210499,8
727096,12
878666,20
476150,3
562382,5
246605,16
715899,8
151948,20
567705,16
33501,1
430268,8
473146,9
410203,6
307851,9
627896,4
294243,20
1626,26
409412,20
184420,20
916514,7
276321,7
458564,8
815211,15
139955,22
215329,16
165501,19
215987,8
139675,8
831657,8
451019,8
58318,8
86912,15
382674,7
557593,8
853899,16
6585,8
58788,20
407750,8
737329,1
113456,8
182119,9
379937,1
904847,8
85616,16
446792,1
435921,8
913687,13
922870,22
811352,13
844740,6
12546,20
752575,20
861062,20
924165,8
246156,16
322833,1
626902,26
532567,8
926931,13
233077,6
632049,15
204263,6
559548,19
631963,8
548875,13
135300,1
849072,20
226147,1
880182,16
700633,6
84182,19
608326,8
933375,1
62341,26
327038,13
675795,20
727284,20
118171,8
600756,26
387644,1
649714,16
861605,13
88840,15
104888,8
512873,16
794657,15
432387,20
386506,17
862603,27
527603,16
810431,20
909571,15
237797,8
503507,15
915062,12
915369,8
682146,25
644011,6
616747,6
120789,8
593321,8
124899,8
111850,1
404875,13
88833,22
273564,13
802365,11
910126,25
240843,26
546314,16
343428,21
397152,20
703153,18
539220,8
726818,21
762805,26
532159,8
733806,6
946318,16
144654,8
825129,16
561976,8
692708,1
674795,1
94264,8
266831,19
932065,8
523607,25
35146,25
116022,26
926028,25
786640,8
918250,1
122860,11
520024,20
919359,8
920129,8
184878,8
420849,19
722814,1
658824,26
5901,8
913372,8
379742,26
844089,6
422427,6
263409,25
679205,12
35991,8
705638,16
926056,26
776339,16
806877,15
765043,1
453594,20
478690,16
87274,8
231487,6
854577,8
163614,7
73349,1
705693,1
932543,26
648419,6
511449,20
838,22
394321,13
587426,6
912341,4
237631,8
404335,4
817193,16
457855,8
507335,1
52576,8
239317,8
950358,1
614600,3
403264,20
560755,20
775916,8
259021,15
387360,8
85929,8
251546,8
902058,15
441173,16
582808,8
523450,1
43564,11
518390,3
510242,16
479481,6
476766,13
204696,22
106787,8
397401,13
794125,16
706618,1
549487,8
1602,8
508933,16
727011,11
748417,20
17823,8
537099,26
16967,16
569090,6
609975,11
68461,8
645856,8
411554,26
771694,1
502557,8
733599,24
129346,12
762272,1
202638,21
533806,20
110201,16
391858,20
39976,8
148964,20
291476,16
417221,20
918093,16
57459,8
317228,6
849065,26
896539,8
500773,20
729196,4
353729,20
306944,20
270580,16
587986,13
558757,7
716592,20
754027,26
939294,20
819605,27
407068,25
611666,1
515136,8
85424,16
888767,20
800162,8
302868,9
345832,19
714614,20
393997,20
858199,20
682784,8
778801,13
890943,26
543209,15
880016,20
639382,20
285239,16
64141,20
443124,8
926830,7
720877,13
901656,6
490829,8
861888,1
893992,11
937552,20
805882,8
933831,1
885182,8
901749,21
10874,6
55566,9
232609,20
317321,8
843041,11
924949,25
299203,8
722663,13
142433,26
754242,20
585341,26
65273,12
149996,6
906480,20
256376,8
732734,6
381293,7
473812,22
912803,8
436028,8
900857,19
137884,8
730923,6
578696,17
234730,25
774014,1
391253,13
193910,16
2743,20
930512,7
30687,26
266631,8
271946,20
247087,8
302387,8
209463,19
800295,8
321576,3
173317,13
376414,1
936918,1
728068,1
324739,16
838441,26
826971,20
169666,25
690590,8
930621,16
215866,1
474122,26
298444,15
494976,13
245952,16
64980,15
718572,15
539884,3
208406,8
307167,20
299630,20
531600,8
121855,15
31879,16
222147,13
477612,1
625137,1
81574,11
404840,8
915704,8
473828,12
155970,6
409118,26
31227,1
664480,8
525955,8
782609,16
152784,1
669691,15
781642,13
910423,20
819080,6
183286,8
172039,9
276054,19
87830,8
539232,25
609238,8
291705,6
788783,25
948575,20
420832,19
704485,1
438733,8
519020,20
68324,20
856387,15
598178,11
505265,16
598678,6
868313,26
461005,10
749704,8
312355,16
220304,16
649079,13
268670,8
482385,8
919978,20
695724,26
109124,6
656932,13
25350,8
61085,1
838348,13
192329,21
229043,8
981271,4
752607,1
610388,13
169126,1
748858,8
266210,5
331234,20
29257,1
532153,20
1756,8
799783,11
942001,8
585323,8
385900,26
302508,26
767801,20
741931,19
334775,22
663240,6
707806,8
625251,7
70050,13
143197,8
908225,1
281246,1
186855,12
479036,19
927823,12
268969,2
775493,13
650805,20
111338,15
118011,8
591231,8
299012,20
262760,8
735986,20
400376,26
654248,20
945831,15
903314,20
950749,21
906147,1
442470,8
901029,8
469326,1
813801,5
18885,8
800641,1
785378,20
888670,1
117092,8
238490,6
297243,26
649657,19
294790,26
183922,16
746327,16
503899,8
358686,16
399925,13
423857,1
385942,11
323529,8
994336,26
69741,16
932967,1
735522,19
242367,20
56331,1
152469,15
324345,8
538772,8
902971,16
83345,8
944531,9
663163,13
102504,16
295650,13
367772,26
362397,8
81298,26
849849,13
158561,26
514466,20
749964,8
215759,4
97724,8
40391,8
942941,8
79521,1
595758,8
825459,8
346187,20
32022,20
246467,15
762778,6
686741,8
874106,8
640184,22
488975,8
619594,8
845448,8
375419,1
849962,8
154824,8
496172,20
822729,6
611944,1
188278,20
911963,1
479041,16
42670,8
323710,16
52148,8
14757,11
405103,8
450531,8
40018,20
100279,13
700634,16
289972,26
139673,8
619710,1
203130,16
905049,16
105997,6
267264,16
154079,1
866632,25
762798,6
451662,13
38020,8
936668,7
261854,26
812354,15
243145,6
910819,22
454473,15
88182,13
45,1
874037,20
270840,11
670667,1
612264,1
685777,8
114512,7
747046,8
49521,26
293599,8
369612,8
288726,26
458526,20
1011125,26
103235,26
675457,8
64786,7
258906,20
607655,1
590264,8
780434,20
945889,8
825144,16
532803,13
559383,8
680311,26
645814,6
328800,20
585628,20
240435,16
578769,16
33802,1
571099,6
283590,8
396297,8
493332,13
733912,6
422205,1
108528,16
406572,24
88870,8
931628,12
819493,26
539459,20
810407,20
210208,1
494007,4
572675,20
395820,11
442456,8
253857,16
731192,26
408788,8
110941,13
696172,16
609520,8
810760,16
706373,12
279293,18
943730,19
900053,8
318153,8
743545,12
917361,8
845683,25
696232,1
801880,9
566770,12
91692,13
711168,20
798036,25
9520,8
369793,20
626531,15
497387,8
850054,1
839327,20
697084,19
1273,20
843083,15
274215,8
453102,1
395903,12
15958,20
838631,8
510837,7
741312,1
456412,1
320045,7
357133,26
1647,20
709500,16
938021,8
663325,1
832287,9
696356,20
921566,8
438405,1
259536,16
213856,8
824225,3
502447,26
498822,20
125480,4
671733,11
174632,16
919612,7
126889,1
819706,8
249361,16
364405,13
